t	I
281.490806	0.145008
281.567102	0.149671
281.643397	0.159674
281.719692	0.174895
281.795987	0.19511
281.872282	0.22141
281.948577	0.25726
282.024872	0.30873
282.101167	0.38393
282.177462	0.492188
282.253758	0.6436
282.330053	0.849192
282.406348	1.121199
282.482643	1.471951
282.558938	1.909294
282.635233	2.427543
282.711528	2.996988
282.787823	3.559513
282.864118	4.037331
282.940414	4.353374
283.016709	4.453554
283.093004	4.321985
283.169299	3.985647
283.245594	3.506411
283.321889	2.961826
283.398184	2.423889
283.474479	1.946017
283.550774	1.560636
283.62707	1.283633
283.703365	1.120993
283.77966	1.07438
283.855955	1.144382
283.93225	1.33163
284.008545	1.636231
284.08484	2.055598
284.161135	2.580572
284.23743	3.189977
284.313725	3.844881
284.390021	4.485905
284.466316	5.037798
284.542611	5.42309
284.618906	5.581608
284.695201	5.488366
284.771496	5.161588
284.847791	4.656441
284.924086	4.046986
285.000381	3.405276
285.076677	2.786913
285.152972	2.226609
285.229267	1.740965
285.305562	1.333846
285.381857	1.001305
285.458152	0.735259
285.534447	0.526184
285.610742	0.364962
285.687037	0.24367
285.763333	0.155427
285.839628	0.094
285.915923	0.053633
285.992218	0.029079
286.068513	0.015742
286.144808	0.00996
286.221103	0.009225
286.297398	0.012006
286.373693	0.017234
286.449989	0.023905
286.526284	0.031092
286.602579	0.038129
286.678874	0.044607
286.755169	0.050109
286.831464	0.053944
286.907759	0.055183
286.984054	0.053126
287.060349	0.047829
287.136645	0.040144
287.21294	0.031324
287.289235	0.022732
287.36553	0.015812
287.441825	0.012014
287.51812	0.012606
287.594415	0.018539
287.67071	0.030452
287.747005	0.048808
287.823301	0.074231
287.899596	0.107956
287.975891	0.152165
288.052186	0.210016
288.128481	0.285354
288.204776	0.382132
288.281071	0.503886
288.357366	0.65377
288.433661	0.834886
288.509957	1.050225
288.586252	1.302225
288.662547	1.59242
288.738842	1.92106
288.815137	2.286154
288.891432	2.681636
288.967727	3.094746
289.044022	3.5032
289.120317	3.873692
289.196612	4.163809
289.272908	4.329072
289.349203	4.334537
289.425498	4.166765
289.501793	3.839871
289.578088	3.391977
289.654383	2.874398
289.730678	2.339454
289.806973	1.831158
289.883268	1.379827
289.959564	1.000721
290.035859	0.696567
290.112154	0.46233
290.188449	0.289592
290.264744	0.168972
290.341039	0.090818
290.417334	0.045386
290.493629	0.023488
290.569924	0.017496
290.64622	0.021756
290.722515	0.032219
290.79881	0.045957
290.875105	0.060924
290.9514	0.075713
291.027695	0.089202
291.10399	0.100204
291.180285	0.107339
291.25658	0.10935
291.332876	0.105729
291.409171	0.097223
291.485466	0.08606
291.561761	0.075964
291.638056	0.07213
291.714351	0.081391
291.790646	0.112677
291.866941	0.177628
291.943236	0.291342
292.019532	0.473232
292.095827	0.747445
292.172122	1.141313
292.248417	1.679209
292.324712	2.369337
292.401007	3.184365
292.477302	4.043554
292.553597	4.810826
292.629892	5.323906
292.706188	5.454803
292.782483	5.171932
292.858778	4.557936
292.935073	3.766675
293.011368	2.953636
293.087663	2.227539
293.163958	1.639902
293.240253	1.19855
293.316548	0.88629
293.392844	0.675737
293.469139	0.538746
293.545434	0.451228
293.621729	0.394643
293.698024	0.355724
293.774319	0.325561
293.850614	0.298627
293.926909	0.271946
294.003204	0.244523
294.0795	0.216955
294.155795	0.190808
294.23209	0.167447
294.308385	0.147019
294.38468	0.128655
294.460975	0.111699
294.53727	0.096392
294.613565	0.083245
294.68986	0.072241
294.766155	0.063002
294.842451	0.055379
294.918746	0.049402
294.995041	0.044798
295.071336	0.040932
295.147631	0.037211
295.223926	0.03338
295.300221	0.029501
295.376516	0.025791
295.452811	0.022464
295.529107	0.019712
295.605402	0.017758
295.681697	0.01677
295.757992	0.016668
295.834287	0.017137
295.910582	0.017816
295.986877	0.018397
296.063172	0.018657
296.139467	0.018515
296.215763	0.018018
296.292058	0.017259
296.368353	0.016398
296.444648	0.015701
296.520943	0.015415
296.597238	0.015559
296.673533	0.015877
296.749828	0.016108
296.826123	0.016317
296.902419	0.016876
296.978714	0.018143
297.055009	0.02025
297.131304	0.023109
297.207599	0.026361
297.283894	0.02932
297.360189	0.031169
297.436484	0.031378
297.512779	0.029981
297.589075	0.027494
297.66537	0.024567
297.741665	0.021658
297.81796	0.018918
297.894255	0.016375
297.97055	0.014222
298.046845	0.012873
298.12314	0.012797
298.199435	0.014466
298.275731	0.018428
298.352026	0.025336
298.428321	0.035825
298.504616	0.050274
298.580911	0.06866
298.657206	0.090781
298.733501	0.116775
298.809796	0.147484
298.886091	0.184554
298.962387	0.230647
299.038682	0.289946
299.114977	0.368667
299.191272	0.47535
299.267567	0.62115
299.343862	0.820104
299.420157	1.08878
299.496452	1.444371
299.572747	1.900426
299.649042	2.459647
299.725338	3.103959
299.801633	3.78459
299.877928	4.418353
299.954223	4.898166
300.030518	5.122106
300.106813	5.032867
300.183108	4.645199
300.259403	4.04082
300.335698	3.333462
300.411994	2.628086
300.488289	1.996283
300.564584	1.472363
300.640879	1.062033
300.717174	0.754263
300.793469	0.531004
300.869764	0.37327
300.946059	0.264219
301.022354	0.190248
301.09865	0.140914
301.174945	0.108335
301.25124	0.086608
301.327535	0.071453
301.40383	0.060027
301.480125	0.050719
301.55642	0.042798
301.632715	0.035968
301.70901	0.03006
301.785306	0.024952
301.861601	0.020564
301.937896	0.016828
302.014191	0.013643
302.090486	0.010886
302.166781	0.008483
302.243076	0.00653
302.319371	0.005277
302.395666	0.004911
302.471962	0.005348
302.548257	0.00625
302.624552	0.007239
302.700847	0.0081
302.777142	0.00885
302.853437	0.009581
302.929732	0.010254
303.006027	0.010695
303.082322	0.010768
303.158618	0.010459
303.234913	0.009798
303.311208	0.008799
303.387503	0.007498
303.463798	0.006002
303.540093	0.004466
303.616388	0.003026
303.692683	0.001779
303.768978	0.000819
303.845274	0.000238
303.921569	0.000107
303.997864	0.000511
304.074159	0.001589
304.150454	0.00348
304.226749	0.006226
304.303044	0.009772
304.379339	0.014053
304.455634	0.019089
304.53193	0.024982
304.608225	0.031816
304.68452	0.039561
304.760815	0.048093
304.83711	0.057191
304.913405	0.066405
304.9897	0.075021
305.065995	0.082257
305.14229	0.087436
305.218585	0.089929
305.294881	0.089073
305.371176	0.084291
305.447471	0.075295
305.523766	0.062316
305.600061	0.04648
305.676356	0.030242
305.752651	0.017701
305.828946	0.014997
305.905241	0.031037
305.981537	0.078458
306.057832	0.174682
306.134127	0.342758
306.210422	0.61119
306.286717	1.011756
306.363012	1.573835
306.439307	2.312688
306.515602	3.20953
306.591897	4.187042
306.668193	5.096377
306.744488	5.741341
306.820783	5.951127
306.897078	5.667752
306.973373	4.981191
307.049668	4.079841
307.125963	3.158561
307.202258	2.352131
307.278553	1.72071
307.354849	1.268904
307.431144	0.97161
307.507439	0.793202
307.583734	0.698427
307.660029	0.657305
307.736324	0.646537
307.812619	0.649251
307.888914	0.654217
307.965209	0.65484
308.041505	0.647863
308.1178	0.631965
308.194095	0.606849
308.27039	0.573136
308.346685	0.532619
308.42298	0.488065
308.499275	0.44231
308.57557	0.397228
308.651865	0.353462
308.728161	0.311067
308.804456	0.270089
308.880751	0.230354
308.957046	0.191343
309.033341	0.153054
309.109636	0.116954
309.185931	0.08594
309.262226	0.063857
309.338521	0.055422
309.414817	0.0666
309.491112	0.105242
309.567407	0.181802
309.643702	0.309587
309.719997	0.504202
309.796292	0.781938
309.872587	1.156481
309.948882	1.633721
310.025177	2.205195
310.101472	2.840981
310.177768	3.484512
310.254063	4.055752
310.330358	4.46864
310.406653	4.659354
310.482948	4.611183
310.559243	4.360859
310.635538	3.981939
310.711833	3.555206
310.788128	3.142951
310.864424	2.778054
310.940719	2.467142
311.017014	2.200514
311.093309	1.962301
311.169604	1.737964
311.245899	1.518615
311.322194	1.302341
311.398489	1.092697
311.474784	0.895366
311.55108	0.715286
311.627375	0.555906
311.70367	0.41962
311.779965	0.307453
311.85626	0.218349
311.932555	0.149547
312.00885	0.097874
312.085145	0.060474
312.16144	0.034698
312.237736	0.017985
312.314031	0.008062
312.390326	0.0031
312.466621	0.001639
312.542916	0.002529
312.619211	0.005
312.695506	0.008683
312.771801	0.013459
312.848096	0.01924
312.924392	0.02578
313.000687	0.032607
313.076982	0.03914
313.153277	0.044873
313.229572	0.049315
313.305867	0.051741
313.382162	0.05122
313.458457	0.047018
313.534752	0.039
313.611048	0.027854
313.687343	0.01529
313.763638	0.004443
313.839933	0.000558
313.916228	0.011636
313.992523	0.048789
314.068818	0.126934
314.145113	0.266015
314.221408	0.491097
314.297704	0.82941
314.373999	1.304473
314.450294	1.927931
314.526589	2.687579
314.602884	3.530947
314.679179	4.352516
314.755474	5.002949
314.831769	5.334345
314.908064	5.267279
314.98436	4.834483
315.060655	4.164568
315.13695	3.418859
315.213245	2.729094
315.28954	2.169124
315.365835	1.759233
315.44213	1.484822
315.518425	1.314821
315.59472	1.214376
315.671015	1.151928
315.747311	1.102573
315.823606	1.049435
315.899901	0.983787
315.976196	0.903786
316.052491	0.812037
316.128786	0.713049
316.205081	0.611725
316.281376	0.512886
316.357671	0.420912
316.433967	0.338978
316.510262	0.268345
316.586557	0.208537
316.662852	0.158439
316.739147	0.117264
316.815442	0.084475
316.891737	0.059178
316.968032	0.040133
317.044327	0.026514
317.120623	0.018443
317.196918	0.016676
317.273213	0.021957
317.349508	0.034872
317.425803	0.056281
317.502098	0.087726
317.578393	0.131539
317.654688	0.190819
317.730983	0.269409
317.807279	0.372054
317.883574	0.505013
317.959869	0.676726
318.036164	0.897756
318.112459	1.180043
318.188754	1.536026
318.265049	1.976673
318.341344	2.506173
318.417639	3.112627
318.493935	3.75795
318.57023	4.37311
318.646525	4.865003
318.72282	5.138353
318.799115	5.128529
318.87541	4.829984
318.951705	4.301079
319.028	3.640165
319.104295	2.949129
319.180591	2.305808
319.256886	1.754101
319.333181	1.307982
319.409476	0.961859
319.485771	0.701057
319.562066	0.508897
319.638361	0.369983
319.714656	0.271084
319.790951	0.201173
319.867247	0.15149
319.943542	0.115718
320.019837	0.089942
320.096132	0.072133
320.172427	0.061358
320.248722	0.057145
320.325017	0.059316
320.401312	0.068164
320.477607	0.08463
320.553902	0.110175
320.630198	0.146471
320.706493	0.195326
320.782788	0.258947
320.859083	0.340161
320.935378	0.442302
321.011673	0.569018
321.087968	0.724456
321.164263	0.913821
321.240558	1.14361
321.316854	1.4209
321.393149	1.751632
321.469444	2.138002
321.545739	2.575028
321.622034	3.046619
321.698329	3.522101
321.774624	3.954787
321.850919	4.285529
321.927214	4.454615
322.00351	4.420975
322.079805	4.179528
322.1561	3.765122
322.232395	3.240107
322.30869	2.673627
322.384985	2.123886
322.46128	1.629626
322.537575	1.210137
322.61387	0.869801
322.690166	0.603761
322.766461	0.402761
322.842756	0.256135
322.919051	0.153175
322.995346	0.083905
323.071641	0.039846
323.147936	0.014402
323.224231	0.002615
323.300526	0.000616
323.376822	0.0053
323.453117	0.014247
323.529412	0.025539
323.605707	0.037537
323.682002	0.048984
323.758297	0.059192
323.834592	0.067835
323.910887	0.074569
323.987182	0.07904
324.063478	0.081132
324.139773	0.080949
324.216068	0.078542
324.292363	0.073886
324.368658	0.067153
324.444953	0.058795
324.521248	0.049289
324.597543	0.039034
324.673838	0.02864
324.750134	0.019134
324.826429	0.011645
324.902724	0.006994
324.979019	0.005806
325.055314	0.00897
325.131609	0.01778
325.207904	0.03358
325.284199	0.057442
325.360494	0.090276
325.43679	0.133133
325.513085	0.187246
325.58938	0.253707
325.665675	0.333296
325.74197	0.426859
325.818265	0.535885
325.89456	0.66259
325.970855	0.809644
326.04715	0.980443
326.123445	1.180176
326.199741	1.416628
326.276036	1.699682
326.352331	2.039144
326.428626	2.440578
326.504921	2.898944
326.581216	3.391448
326.657511	3.873042
326.733806	4.278544
326.810101	4.534259
326.886397	4.579023
326.962692	4.387873
327.038987	3.984604
327.115282	3.433418
327.191577	2.815254
327.267872	2.204063
327.344167	1.652951
327.420462	1.190519
327.496757	0.824167
327.573053	0.547138
327.649348	0.345983
327.725643	0.205812
327.801938	0.112733
327.878233	0.054647
327.954528	0.021525
328.030823	0.005486
328.107118	0.000593
328.183413	0.002451
328.259709	0.007807
328.336004	0.014285
328.412299	0.020283
328.488594	0.024908
328.564889	0.027895
328.641184	0.029439
328.717479	0.029893
328.793774	0.029539
328.870069	0.028621
328.946365	0.027482
329.02266	0.026534
329.098955	0.026116
329.17525	0.026409
329.251545	0.027352
329.32784	0.028552
329.404135	0.029348
329.48043	0.029125
329.556725	0.027608
329.633021	0.024874
329.709316	0.021219
329.785611	0.017317
329.861906	0.014654
329.938201	0.015887
330.014496	0.025161
330.090791	0.048585
330.167086	0.094788
330.243381	0.175296
330.319677	0.304807
330.395972	0.501388
330.472267	0.785915
330.548562	1.179732
330.624857	1.69999
330.701152	2.351732
330.777447	3.115511
330.853742	3.932974
330.930037	4.700657
331.006332	5.286145
331.082628	5.570284
331.158923	5.496642
331.235218	5.096596
331.311513	4.472902
331.387808	3.754226
331.464103	3.049827
331.540398	2.4262
331.616693	1.908101
331.692988	1.492814
331.769284	1.165406
331.845579	0.908602
331.921874	0.706933
331.998169	0.547691
332.074464	0.421061
332.150759	0.320055
332.227054	0.239881
332.303349	0.176899
332.379644	0.127947
332.45594	0.090292
332.532235	0.061719
332.60853	0.040461
332.684825	0.0251
332.76112	0.014503
332.837415	0.007741
332.91371	0.003947
332.990005	0.002271
333.0663	0.001974
333.142596	0.002567
333.218891	0.003803
333.295186	0.005531
333.371481	0.007613
333.447776	0.00993
333.524071	0.012395
333.600366	0.014941
333.676661	0.017538
333.752956	0.020141
333.829252	0.022626
333.905547	0.024858
333.981842	0.026791
334.058137	0.028411
334.134432	0.029629
334.210727	0.030353
334.287022	0.030635
334.363317	0.030575
334.439612	0.030116
334.515908	0.029151
334.592203	0.027861
334.668498	0.02673
334.744793	0.026134
334.821088	0.02609
334.897383	0.026495
334.973678	0.027449
335.049973	0.029221
335.126268	0.031997
335.202564	0.035773
335.278859	0.040457
335.355154	0.046031
335.431449	0.052588
335.507744	0.060207
335.584039	0.068814
335.660334	0.078255
335.736629	0.088452
335.812924	0.09938
335.88922	0.110991
335.965515	0.123217
336.04181	0.135732
336.118105	0.147599
336.1944	0.157461
336.270695	0.164082
336.34699	0.166539
336.423285	0.164101
336.49958	0.156231
336.575875	0.142634
336.652171	0.123338
336.728466	0.099037
336.804761	0.071597
336.881056	0.044428
336.957351	0.022758
337.033646	0.013963
337.109941	0.028092
337.186236	0.078673
337.262531	0.183509
337.338827	0.364653
337.415122	0.647378
337.491417	1.058518
337.567712	1.622621
337.644007	2.351639
337.720302	3.226013
337.796597	4.173296
337.872892	5.059756
337.949187	5.713461
338.025483	5.984175
338.101778	5.81336
338.178073	5.264261
338.254368	4.486135
338.330663	3.642149
338.406958	2.853088
338.483253	2.180845
338.559548	1.640577
338.635843	1.220827
338.712139	0.899592
338.788434	0.653987
338.864729	0.465098
338.941024	0.31948
339.017319	0.208329
339.093614	0.125838
339.169909	0.068101
339.246204	0.032568
339.322499	0.017423
339.398795	0.021009
339.47509	0.04159
339.551385	0.077306
339.62768	0.126329
339.703975	0.18719
339.78027	0.258744
339.856565	0.339621
339.93286	0.427893
340.009155	0.521246
340.085451	0.617163
340.161746	0.713042
340.238041	0.806423
340.314336	0.894906
340.390631	0.975545
340.466926	1.044583
340.543221	1.098189
340.619516	1.133387
340.695811	1.148105
340.772107	1.140929
340.848402	1.11154
340.924697	1.061107
341.000992	0.991992
341.077287	0.907645
341.153582	0.812703
341.229877	0.712111
341.306172	0.609867
341.382467	0.509068
341.458762	0.412749
341.535058	0.323966
341.611353	0.245256
341.687648	0.178411
341.763943	0.124574
341.840238	0.084436
341.916533	0.058483
341.992828	0.047141
342.069123	0.050835
342.145418	0.070121
342.221714	0.105907
342.298009	0.159928
342.374304	0.235662
342.450599	0.339414
342.526894	0.481338
342.603189	0.67654
342.679484	0.945941
342.755779	1.315553
342.832074	1.812821
342.90837	2.458685
342.984665	3.253159
343.06096	4.153606
343.137255	5.05384
343.21355	5.785731
343.289845	6.165628
343.36614	6.076842
343.442435	5.534397
343.51873	4.677842
343.595026	3.698844
343.671321	2.762208
343.747616	1.966384
343.823911	1.345669
343.900206	0.892252
343.976501	0.57874
344.052796	0.373046
344.129091	0.245692
344.205386	0.17241
344.281682	0.134542
344.357977	0.118486
344.434272	0.114729
344.510567	0.116821
344.586862	0.120559
344.663157	0.123438
344.739452	0.124237
344.815747	0.122642
344.892042	0.118912
344.968338	0.113641
345.044633	0.107551
345.120928	0.101285
345.197223	0.095292
345.273518	0.089886
345.349813	0.085377
345.426108	0.082123
345.502403	0.080445
345.578698	0.080505
345.654994	0.082333
345.731289	0.086034
345.807584	0.091914
345.883879	0.10039
345.960174	0.111831
346.036469	0.12652
346.112764	0.144705
346.189059	0.16663
346.265354	0.192521
346.34165	0.222528
346.417945	0.256673
346.49424	0.294737
346.570535	0.336111
346.64683	0.379833
346.723125	0.424764
346.79942	0.469426
346.875715	0.511746
346.95201	0.549622
347.028305	0.581897
347.104601	0.608221
347.180896	0.627784
347.257191	0.638859
347.333486	0.640047
347.409781	0.631652
347.486076	0.61553
347.562371	0.593761
347.638666	0.567439
347.714961	0.536624
347.791257	0.50151
347.867552	0.463481
347.943847	0.424549
348.020142	0.385967
348.096437	0.348121
348.172732	0.311605
348.249027	0.277385
348.325322	0.245824
348.401617	0.216485
348.477913	0.189104
348.554208	0.164077
348.630503	0.141857
348.706798	0.1223
348.783093	0.104784
348.859388	0.088779
348.935683	0.074222
349.011978	0.061411
349.088273	0.050619
349.164569	0.041908
349.240864	0.035297
349.317159	0.030995
349.393454	0.029433
349.469749	0.031195
349.546044	0.036954
349.622339	0.047414
349.698634	0.063268
349.774929	0.085306
349.851225	0.114651
349.92752	0.152862
350.003815	0.201764
350.08011	0.263364
350.156405	0.340314
350.2327	0.436846
350.308995	0.559705
350.38529	0.718892
350.461585	0.928319
350.537881	1.205987
350.614176	1.572683
350.690471	2.048043
350.766766	2.64284
350.843061	3.346504
350.919356	4.111385
350.995651	4.841685
351.071946	5.401768
351.148241	5.654867
351.224537	5.521246
351.300832	5.019501
351.377127	4.258838
351.453422	3.388685
351.529717	2.542816
351.606012	1.807982
351.682307	1.220847
351.758602	0.78131
351.834897	0.469557
351.911192	0.259483
351.987488	0.126286
352.063783	0.0492
352.140078	0.011567
352.216373	0.000229
352.292668	0.005068
352.368963	0.018634
352.445258	0.035798
352.521553	0.053306
352.597848	0.069133
352.674144	0.081884
352.750439	0.090644
352.826734	0.09507
352.903029	0.095376
352.979324	0.092193
353.055619	0.086437
353.131914	0.079124
353.208209	0.071102
353.284504	0.062872
353.3608	0.054677
353.437095	0.046723
353.51339	0.039278
353.589685	0.032592
353.66598	0.026823
353.742275	0.021989
353.81857	0.017952
353.894865	0.014506
353.97116	0.011547
354.047456	0.009071
354.123751	0.007055
354.200046	0.005452
354.276341	0.004248
354.352636	0.003402
354.428931	0.002861
354.505226	0.002662
354.581521	0.002864
354.657816	0.003361
354.734112	0.003937
354.810407	0.004482
354.886702	0.005019
354.962997	0.005544
355.039292	0.005956
355.115587	0.006142
355.191882	0.006064
355.268177	0.005793
355.344472	0.005465
355.420768	0.005184
355.497063	0.004963
355.573358	0.004785
355.649653	0.004716
355.725948	0.004902
355.802243	0.00545
355.878538	0.006362
355.954833	0.00759
356.031128	0.009097
356.107424	0.010807
356.183719	0.012549
356.260014	0.014119
356.336309	0.015463
356.412604	0.016721
356.488899	0.018057
356.565194	0.019434
356.641489	0.020614
356.717784	0.021367
356.794079	0.021658
356.870375	0.02161
356.94667	0.021328
357.022965	0.020844
357.09926	0.020194
357.175555	0.019442
357.25185	0.018569
357.328145	0.017525
357.40444	0.016429
357.480735	0.015587
357.557031	0.015226
357.633326	0.015349
357.709621	0.015884
357.785916	0.01683
357.862211	0.018249
357.938506	0.020196
358.014801	0.022631
358.091096	0.025347
358.167391	0.028069
358.243687	0.030636
358.319982	0.032986
358.396277	0.034972
358.472572	0.036407
358.548867	0.037275
358.625162	0.037675
358.701457	0.037582
358.777752	0.036913
358.854047	0.035762
358.930343	0.034315
359.006638	0.032634
359.082933	0.03071
359.159228	0.028625
359.235523	0.026484
359.311818	0.02427
359.388113	0.021894
359.464408	0.019329
359.540703	0.01661
359.616999	0.013789
359.693294	0.010973
359.769589	0.00833
359.845884	0.005976
359.922179	0.00394
359.998474	0.00228
360.074769	0.001225
360.151064	0.001155
360.227359	0.002397
360.303655	0.005027
360.37995	0.008885
360.456245	0.013697
360.53254	0.019036
360.608835	0.024225
360.68513	0.028468
360.761425	0.031057
360.83772	0.031532
360.914015	0.03006
360.990311	0.028022
361.066606	0.028523
361.142901	0.036994
361.219196	0.062085
361.295491	0.116482
361.371786	0.217884
361.448081	0.39059
361.524376	0.666815
361.600671	1.086684
361.676967	1.696287
361.753262	2.540137
361.829557	3.641203
361.905852	4.964963
361.982147	6.374757
362.058442	7.610274
362.134737	8.345789
362.211032	8.343293
362.287327	7.598922
362.363622	6.34583
362.439918	4.912773
362.516213	3.569244
362.592508	2.459127
362.668803	1.618524
362.745098	1.022411
362.821393	0.622724
362.897688	0.370052
362.973983	0.222461
363.050278	0.146642
363.126574	0.116663
363.202869	0.113124
363.279164	0.122375
363.355459	0.135399
363.431754	0.146895
363.508049	0.154616
363.584344	0.158451
363.660639	0.15938
363.736934	0.158823
363.81323	0.158252
363.889525	0.158591
363.96582	0.159613
364.042115	0.160028
364.11841	0.158139
364.194705	0.152263
364.271	0.14073
364.347295	0.122208
364.42359	0.0967
364.499886	0.066802
364.576181	0.039018
364.652476	0.025182
364.728771	0.043571
364.805066	0.119102
364.881361	0.282575
364.957656	0.56902
365.033951	1.013395
365.110246	1.639873
365.186542	2.442866
365.262837	3.364723
365.339132	4.284002
365.415427	5.035133
365.491722	5.471472
365.568017	5.546511
365.644312	5.351203
365.720607	5.067375
365.796902	4.868487
365.873198	4.835534
365.949493	4.928381
366.025788	5.014517
366.102083	4.938748
366.178378	4.602266
366.254673	4.008191
366.330968	3.248997
366.407263	2.453159
366.483558	1.730962
366.559854	1.146024
366.636149	0.714658
366.712444	0.421521
366.788739	0.23786
366.865034	0.133634
366.941329	0.082615
367.017624	0.064046
367.093919	0.063342
367.170214	0.071676
367.246509	0.084389
367.322805	0.099354
367.3991	0.116089
367.475395	0.135244
367.55169	0.15802
367.627985	0.185522
367.70428	0.218278
367.780575	0.256222
367.85687	0.299264
367.933165	0.348014
368.009461	0.404179
368.085756	0.470845
368.162051	0.553215
368.238346	0.659644
368.314641	0.802218
368.390936	0.996326
368.467231	1.259166
368.543526	1.606962
368.619821	2.050301
368.696117	2.587026
368.772412	3.193131
368.848707	3.814641
368.925002	4.367303
369.001297	4.752014
369.077592	4.886372
369.153887	4.738385
369.230182	4.341005
369.306477	3.777179
369.382773	3.145908
369.459068	2.530318
369.535363	1.981994
369.611658	1.521921
369.687953	1.149854
369.764248	0.854412
369.840543	0.620559
369.916838	0.434265
369.993133	0.28514
370.069429	0.167898
370.145724	0.083415
370.222019	0.04013
370.298314	0.056359
370.374609	0.163483
370.450904	0.409433
370.527199	0.861321
370.603494	1.603161
370.679789	2.718415
370.756085	4.241322
370.83238	6.068725
370.908675	7.87023
370.98497	9.116244
371.061265	9.333841
371.13756	8.448811
371.213855	6.850082
371.29015	5.0925
371.366445	3.57461
371.442741	2.44587
371.519036	1.684407
371.595331	1.200364
371.671626	0.899785
371.747921	0.709611
371.824216	0.581277
371.900511	0.486134
371.976806	0.409259
372.053101	0.344039
372.129397	0.288149
372.205692	0.241002
372.281987	0.202506
372.358282	0.172424
372.434577	0.149841
372.510872	0.133077
372.587167	0.120291
372.663462	0.110231
372.739757	0.102299
372.816052	0.095946
372.892348	0.0902
372.968643	0.083977
373.044938	0.076837
373.121233	0.06921
373.197528	0.061831
373.273823	0.055107
373.350118	0.049119
373.426413	0.043944
373.502708	0.039762
373.579004	0.036753
373.655299	0.035011
373.731594	0.034491
373.807889	0.035009
373.884184	0.036297
373.960479	0.038006
374.036774	0.039658
374.113069	0.040723
374.189364	0.040836
374.26566	0.039839
374.341955	0.037557
374.41825	0.033757
374.494545	0.028537
374.57084	0.022545
374.647135	0.016649
374.72343	0.011514
374.799725	0.007556
374.87602	0.005041
374.952316	0.00404
375.028611	0.00436
375.104906	0.005586
375.181201	0.007201
375.257496	0.00871
375.333791	0.009742
375.410086	0.010148
375.486381	0.010065
375.562676	0.009801
375.638972	0.009632
375.715267	0.009747
375.791562	0.010366
375.867857	0.01176
375.944152	0.014089
376.020447	0.017247
376.096742	0.020919
376.173037	0.024793
376.249332	0.028686
376.325628	0.032484
376.401923	0.036099
376.478218	0.039501
376.554513	0.04269
376.630808	0.045679
376.707103	0.048565
376.783398	0.051508
376.859693	0.054608
376.935988	0.058027
377.012284	0.062206
377.088579	0.067685
377.164874	0.0747
377.241169	0.083165
377.317464	0.093132
377.393759	0.105019
377.470054	0.119192
377.546349	0.135344
377.622644	0.152437
377.698939	0.169341
377.775235	0.185539
377.85153	0.201286
377.927825	0.217246
378.00412	0.234196
378.080415	0.253315
378.15671	0.276897
378.233005	0.308825
378.3093	0.354611
378.385595	0.421435
378.461891	0.518469
378.538186	0.657142
378.614481	0.850735
378.690776	1.11291
378.767071	1.454973
378.843366	1.881471
378.919661	2.383595
378.995956	2.931509
379.072251	3.46971
379.148547	3.921341
379.224842	4.205122
379.301137	4.261383
379.377432	4.074824
379.453727	3.680454
379.530022	3.14961
379.606317	2.565293
379.682612	1.999516
379.758907	1.500594
379.835203	1.091437
379.911498	0.775106
379.987793	0.542808
380.064088	0.380781
380.140383	0.27462
380.216678	0.211254
380.292973	0.179602
380.369268	0.170675
380.445563	0.177448
380.521859	0.194647
380.598154	0.218484
380.674449	0.246228
380.750744	0.275805
380.827039	0.305672
380.903334	0.334896
380.979629	0.363215
381.055924	0.391012
381.132219	0.419213
381.208515	0.44912
381.28481	0.482349
381.361105	0.521031
381.4374	0.568157
381.513695	0.627753
381.58999	0.704589
381.666285	0.803426
381.74258	0.928155
381.818875	1.081244
381.895171	1.263342
381.971466	1.472407
382.047761	1.702215
382.124056	1.941011
382.200351	2.171259
382.276646	2.370981
382.352941	2.516923
382.429236	2.589221
382.505531	2.576054
382.581827	2.476359
382.658122	2.29982
382.734417	2.06467
382.810712	1.794026
382.887007	1.511328
382.963302	1.236245
383.039597	0.982694
383.115892	0.759181
383.192187	0.569967
383.268482	0.415879
383.344778	0.294947
383.421073	0.203359
383.497368	0.136519
383.573663	0.089784
383.649958	0.058793
383.726253	0.039611
383.802548	0.028846
383.878843	0.023745
383.955138	0.022191
384.031434	0.022629
384.107729	0.023953
384.184024	0.025386
384.260319	0.026437
384.336614	0.026921
384.412909	0.026927
384.489204	0.026638
384.565499	0.026119
384.641794	0.025284
384.71809	0.024087
384.794385	0.022649
384.87068	0.021165
384.946975	0.019761
385.02327	0.018478
385.099565	0.017334
385.17586	0.016354
385.252155	0.015565
385.32845	0.014954
385.404746	0.01444
385.481041	0.013909
385.557336	0.013294
385.633631	0.012635
385.709926	0.012065
385.786221	0.011747
385.862516	0.01186
385.938811	0.012582
386.015106	0.013996
386.091402	0.015936
386.167697	0.01799
386.243992	0.019729
386.320287	0.020947
386.396582	0.021629
386.472877	0.021707
386.549172	0.021005
386.625467	0.019433
386.701762	0.017143
386.778058	0.014416
386.854353	0.011475
386.930648	0.008478
387.006943	0.005623
387.083238	0.003169
387.159533	0.001347
387.235828	0.00032
387.312123	0.000246
387.388418	0.001366
387.464714	0.004016
387.541009	0.008576
387.617304	0.015431
387.693599	0.025018
387.769894	0.037879
387.846189	0.054673
387.922484	0.076172
387.998779	0.103261
388.075074	0.136949
388.151369	0.178296
388.227665	0.228239
