t	I
1053.97879	0.002607
1054.055085	0.004448
1054.13138	0.007451
1054.207675	0.011833
1054.28397	0.017733
1054.360266	0.025298
1054.436561	0.034691
1054.512856	0.045953
1054.589151	0.058852
1054.665446	0.072916
1054.741741	0.087652
1054.818036	0.102644
1054.894331	0.117437
1054.970626	0.131418
1055.046921	0.143891
1055.123217	0.154287
1055.199512	0.162416
1055.275807	0.16866
1055.352102	0.173953
1055.428397	0.179688
1055.504692	0.187873
1055.580987	0.201603
1055.657282	0.225442
1055.733577	0.265458
1055.809873	0.329028
1055.886168	0.424595
1055.962463	0.561403
1056.038758	0.749046
1056.115053	0.996299
1056.191348	1.308674
1056.267643	1.684871
1056.343938	2.112928
1056.420233	2.566545
1056.496529	3.003166
1056.572824	3.367851
1056.649119	3.605529
1056.725414	3.677573
1056.801709	3.57439
1056.878004	3.318027
1056.954299	2.954117
1057.030594	2.537332
1057.106889	2.117279
1057.183185	1.729981
1057.25948	1.395642
1057.335775	1.120803
1057.41207	0.902621
1057.488365	0.733264
1057.56466	0.603115
1057.640955	0.502697
1057.71725	0.423837
1057.793545	0.36027
1057.869841	0.307504
1057.946136	0.262205
1058.022431	0.221866
1058.098726	0.185058
1058.175021	0.151579
1058.251316	0.121834
1058.327611	0.095899
1058.403906	0.073316
1058.480201	0.053674
1058.556497	0.037037
1058.632792	0.023659
1058.709087	0.013514
1058.785382	0.006323
1058.861677	0.00189
1058.937972	0.000168
1059.014267	0.001023
1059.090562	0.004149
1059.166857	0.009185
1059.243153	0.01568
1059.319448	0.022918
1059.395743	0.029951
1059.472038	0.035804
1059.548333	0.039555
1059.624628	0.040303
1059.700923	0.037393
1059.777218	0.030917
1059.853513	0.022072
1059.929808	0.013116
1060.006104	0.007224
1060.082399	0.008521
1060.158694	0.021852
1060.234989	0.05186
1060.311284	0.10199
1060.387579	0.174595
1060.463874	0.273138
1060.540169	0.40781
1060.616464	0.606626
1060.69276	0.934087
1060.769055	1.517265
1060.84535	2.570763
1060.921645	4.387273
1060.99794	7.207592
1061.074235	10.851793
1061.15053	14.233121
1061.226825	15.571713
1061.30312	13.936307
1061.379416	10.349363
1061.455711	6.630337
1061.532006	3.837468
1061.608301	2.097919
1061.684596	1.134163
1061.760891	0.637552
1061.837186	0.388442
1061.913481	0.257943
1061.989776	0.180092
1062.066072	0.125616
1062.142367	0.083814
1062.218662	0.051847
1062.294957	0.029253
1062.371252	0.015567
1062.447547	0.009589
1062.523842	0.009498
1062.600137	0.013321
1062.676432	0.019304
1062.752728	0.026021
1062.829023	0.032335
1062.905318	0.037519
1062.981613	0.041458
1063.057908	0.044641
1063.134203	0.047865
1063.210498	0.052045
1063.286793	0.058213
1063.363088	0.067455
1063.439384	0.080718
1063.515679	0.098821
1063.591974	0.122777
1063.668269	0.154162
1063.744564	0.195291
1063.820859	0.249345
1063.897154	0.320677
1063.973449	0.41521
1064.049744	0.540648
1064.12604	0.706318
1064.202335	0.922612
1064.27863	1.199892
1064.354925	1.546449
1064.43122	1.965019
1064.507515	2.447793
1064.58381	2.970748
1064.660105	3.489609
1064.7364	3.941505
1064.812696	4.256316
1064.888991	4.377026
1064.965286	4.280585
1065.041581	3.987333
1065.117876	3.552901
1065.194171	3.047716
1065.270466	2.536221
1065.346761	2.064977
1065.423056	1.660411
1065.499351	1.331991
1065.575647	1.077339
1065.651942	0.887643
1065.728237	0.752139
1065.804532	0.660697
1065.880827	0.604642
1065.957122	0.576801
1066.033417	0.571585
1066.109712	0.585197
1066.186007	0.61552
1066.262303	0.661417
1066.338598	0.721856
1066.414893	0.795615
1066.491188	0.881713
1066.567483	0.979948
1066.643778	1.090952
1066.720073	1.215704
1066.796368	1.354535
1066.872663	1.505581
1066.948959	1.663378
1067.025254	1.819014
1067.101549	1.962127
1067.177844	2.082914
1067.254139	2.172236
1067.330434	2.220645
1067.406729	2.21902
1067.483024	2.161867
1067.559319	2.050839
1067.635615	1.894845
1067.71191	1.706396
1067.788205	1.497719
1067.8645	1.279689
1067.940795	1.062772
1068.01709	0.857279
1068.093385	0.672043
1068.16968	0.512928
1068.245975	0.382429
1068.322271	0.280264
1068.398566	0.204249
1068.474861	0.151067
1068.551156	0.116844
1068.627451	0.097747
1068.703746	0.090864
1068.780041	0.095301
1068.856336	0.113223
1068.932631	0.150846
1069.008927	0.219537
1069.085222	0.336952
1069.161517	0.52795
1069.237812	0.824638
1069.314107	1.264008
1069.390402	1.880308
1069.466697	2.689177
1069.542992	3.662741
1069.619287	4.702117
1069.695583	5.628234
1069.771878	6.221156
1069.848173	6.312966
1069.924468	5.880825
1070.000763	5.063009
1070.077058	4.082634
1070.153353	3.144366
1070.229648	2.373996
1070.305943	1.814955
1070.382238	1.454782
1070.458534	1.253786
1070.534829	1.164568
1070.611124	1.142525
1070.687419	1.150714
1070.763714	1.16164
1070.840009	1.15717
1070.916304	1.127367
1070.992599	1.069318
1071.068894	0.986319
1071.14519	0.886568
1071.221485	0.780609
1071.29778	0.678383
1071.374075	0.587372
1071.45037	0.51198
1071.526665	0.453258
1071.60296	0.408891
1071.679255	0.374178
1071.75555	0.343904
1071.831846	0.313989
1071.908141	0.282207
1071.984436	0.248144
1072.060731	0.212696
1072.137026	0.177634
1072.213321	0.145672
1072.289616	0.120319
1072.365911	0.104816
1072.442206	0.101123
1072.518502	0.110055
1072.594797	0.131916
1072.671092	0.166724
1072.747387	0.214273
1072.823682	0.2747
1072.899977	0.349161
1072.976272	0.439682
1073.052567	0.548373
1073.128862	0.677224
1073.205158	0.82882
1073.281453	1.007198
1073.357748	1.218415
1073.434043	1.470784
1073.510338	1.774461
1073.586633	2.139861
1073.662928	2.574178
1073.739223	3.074973
1073.815518	3.6212
1073.891814	4.165522
1073.968109	4.634559
1074.044404	4.942483
1074.120699	5.017088
1074.196994	4.828302
1074.273289	4.403063
1074.349584	3.815832
1074.425879	3.160093
1074.502174	2.518586
1074.57847	1.946644
1074.654765	1.470514
1074.73106	1.094141
1074.807355	0.807827
1074.88365	0.595656
1074.959945	0.440902
1075.03624	0.329116
1075.112535	0.248976
1075.18883	0.191827
1075.265126	0.150992
1075.341421	0.121403
1075.417716	0.099508
1075.494011	0.08321
1075.570306	0.071552
1075.646601	0.064145
1075.722896	0.060663
1075.799191	0.060719
1075.875486	0.063902
1075.951781	0.069655
1076.028077	0.077168
1076.104372	0.085579
1076.180667	0.094296
1076.256962	0.10321
1076.333257	0.112753
1076.409552	0.123708
1076.485847	0.136884
1076.562142	0.153225
1076.638437	0.174304
1076.714733	0.202163
1076.791028	0.238383
1076.867323	0.283797
1076.943618	0.33941
1077.019913	0.407074
1077.096208	0.488942
1077.172503	0.58655
1077.248798	0.700386
1077.325093	0.829507
1077.401389	0.971145
1077.477684	1.121272
1077.553979	1.276267
1077.630274	1.434486
1077.706569	1.597458
1077.782864	1.771641
1077.859159	1.970436
1077.935454	2.214098
1078.011749	2.525626
1078.088045	2.922545
1078.16434	3.405552
1078.240635	3.945998
1078.31693	4.477256
1078.393225	4.899301
1078.46952	5.104447
1078.545815	5.018945
1078.62211	4.63775
1078.698405	4.028135
1078.774701	3.299363
1078.850996	2.560426
1078.927291	1.890829
1079.003586	1.332658
1079.079881	0.897065
1079.156176	0.575474
1079.232471	0.3497
1079.308766	0.19895
1079.385061	0.103735
1079.461357	0.047573
1079.537652	0.017481
1079.613947	0.003894
1079.690242	0.00019
1079.766537	0.001998
1079.842832	0.006506
1079.919127	0.011978
1079.995422	0.017494
1080.071717	0.022667
1080.148013	0.027206
1080.224308	0.030656
1080.300603	0.032635
1080.376898	0.033187
1080.453193	0.032689
1080.529488	0.031501
1080.605783	0.029835
1080.682078	0.027893
1080.758373	0.025997
1080.834668	0.02448
1080.910964	0.023414
1080.987259	0.022516
1081.063554	0.021444
1081.139849	0.020211
1081.216144	0.019201
1081.292439	0.018774
1081.368734	0.018959
1081.445029	0.019506
1081.521324	0.020144
1081.59762	0.02068
1081.673915	0.020864
1081.75021	0.020367
1081.826505	0.019023
1081.9028	0.017048
1081.979095	0.014868
1082.05539	0.012821
1082.131685	0.011065
1082.20798	0.009647
1082.284276	0.008561
1082.360571	0.007805
1082.436866	0.007439
1082.513161	0.007594
1082.589456	0.0084
1082.665751	0.009904
1082.742046	0.011994
1082.818341	0.014361
1082.894636	0.016619
1082.970932	0.018487
1083.047227	0.019866
1083.123522	0.020738
1083.199817	0.021105
1083.276112	0.021059
1083.352407	0.020804
1083.428702	0.020528
1083.504997	0.020279
1083.581292	0.019977
1083.657588	0.019519
1083.733883	0.01883
1083.810178	0.017821
1083.886473	0.016436
1083.962768	0.014768
1084.039063	0.013009
1084.115358	0.01126
1084.191653	0.009473
1084.267948	0.007641
1084.344244	0.006019
1084.420539	0.005197
1084.496834	0.006097
1084.573129	0.009999
1084.649424	0.018661
1084.725719	0.034477
1084.802014	0.060634
1084.878309	0.10126
1084.954604	0.161645
1085.0309	0.248581
1085.107195	0.370537
1085.18349	0.537571
1085.259785	0.761003
1085.33608	1.052073
1085.412375	1.418264
1085.48867	1.857552
1085.564965	2.353064
1085.64126	2.870418
1085.717556	3.358311
1085.793851	3.753375
1085.870146	3.992385
1085.946441	4.03149
1086.022736	3.863663
1086.099031	3.522966
1086.175326	3.072294
1086.251621	2.582067
1086.327916	2.111636
1086.404211	1.700307
1086.480507	1.367233
1086.556802	1.116032
1086.633097	0.940799
1086.709392	0.831435
1086.785687	0.777269
1086.861982	0.769037
1086.938277	0.799839
1087.014572	0.865631
1087.090867	0.965597
1087.167163	1.102391
1087.243458	1.281927
1087.319753	1.512444
1087.396048	1.80278
1087.472343	2.159778
1087.548638	2.584375
1087.624933	3.065914
1087.701228	3.575503
1087.777523	4.06184
1087.853819	4.454876
1087.930114	4.680738
1088.006409	4.685133
1088.082704	4.455103
1088.158999	4.02622
1088.235294	3.469289
1088.311589	2.864607
1088.387884	2.27929
1088.464179	1.756718
1088.540475	1.316973
1088.61677	0.963051
1088.693065	0.688141
1088.76936	0.480916
1088.845655	0.328508
1088.92195	0.21849
1088.998245	0.140261
1089.07454	0.085565
1089.150835	0.048326
1089.227131	0.024174
1089.303426	0.009841
1089.379721	0.002737
1089.456016	0.000849
1089.532311	0.002722
1089.608606	0.007307
1089.684901	0.013801
1089.761196	0.021586
1089.837491	0.0302
1089.913787	0.039225
1089.990082	0.048181
1090.066377	0.056643
1090.142672	0.064433
1090.218967	0.071461
1090.295262	0.077464
1090.371557	0.082162
1090.447852	0.085592
1090.524147	0.087963
1090.600443	0.089297
1090.676738	0.089478
1090.753033	0.088592
1090.829328	0.086982
1090.905623	0.084991
1090.981918	0.08272
1091.058213	0.0801
1091.134508	0.077212
1091.210803	0.074366
1091.287098	0.071823
1091.363394	0.069697
1091.439689	0.068284
1091.515984	0.068188
1091.592279	0.069919
1091.668574	0.073475
1091.744869	0.0784
1091.821164	0.08407
1091.897459	0.089886
1091.973754	0.095404
1092.05005	0.100405
1092.126345	0.104716
1092.20264	0.107874
1092.278935	0.108947
1092.35523	0.106739
1092.431525	0.100336
1092.50782	0.089591
1092.584115	0.075169
1092.66041	0.058287
1092.736706	0.040642
1092.813001	0.024797
1092.889296	0.014739
1092.965591	0.016121
1093.041886	0.03623
1093.118181	0.0842
1093.194476	0.171439
1093.270771	0.311713
1093.347066	0.520472
1093.423362	0.813372
1093.499657	1.20357
1093.575952	1.696581
1093.652247	2.282077
1093.728542	2.924747
1093.804837	3.559728
1093.881132	4.099388
1093.957427	4.454573
1094.033722	4.564596
1094.110018	4.421144
1094.186313	4.071128
1094.262608	3.596177
1094.338903	3.081955
1094.415198	2.594232
1094.491493	2.169689
1094.567788	1.819034
1094.644083	1.535895
1094.720378	1.30619
1094.796674	1.115167
1094.872969	0.951123
1094.949264	0.806179
1095.025559	0.675608
1095.101854	0.557175
1095.178149	0.450546
1095.254444	0.356334
1095.330739	0.275107
1095.407034	0.206912
1095.48333	0.151239
1095.559625	0.107203
1095.63592	0.073814
1095.712215	0.049957
1095.78851	0.034042
1095.864805	0.024045
1095.9411	0.018153
1096.017395	0.015166
1096.09369	0.014209
1096.169986	0.014424
1096.246281	0.015107
1096.322576	0.015844
1096.398871	0.016355
1096.475166	0.016378
1096.551461	0.015817
1096.627756	0.014841
1096.704051	0.013767
1096.780346	0.012854
1096.856641	0.012176
1096.932937	0.011664
1097.009232	0.011277
1097.085527	0.011065
1097.161822	0.011041
1097.238117	0.011047
1097.314412	0.010871
1097.390707	0.010498
1097.467002	0.010123
1097.543297	0.009882
1097.619593	0.009752
1097.695888	0.009794
1097.772183	0.010303
1097.848478	0.01167
1097.924773	0.014293
1098.001068	0.018634
1098.077363	0.025235
1098.153658	0.034615
1098.229953	0.04715
1098.306249	0.062945
1098.382544	0.081751
1098.458839	0.102997
1098.535134	0.125891
1098.611429	0.149514
1098.687724	0.172885
1098.764019	0.19494
1098.840314	0.214704
1098.916609	0.231998
1098.992905	0.248461
1099.0692	0.2682
1099.145495	0.297858
1099.22179	0.346422
1099.298085	0.424827
1099.37438	0.545164
1099.450675	0.719403
1099.52697	0.9577
1099.603265	1.266596
1099.679561	1.648344
1099.755856	2.10401
1099.832151	2.642723
1099.908446	3.295945
1099.984741	4.128742
1100.061036	5.230714
1100.137331	6.661892
1100.213626	8.340313
1100.289921	9.921559
1100.366217	10.829862
1100.442512	10.579381
1100.518807	9.17991
1100.595102	7.162476
1100.671397	5.182299
1100.747692	3.656323
1100.823987	2.699631
1100.900282	2.239385
1100.976577	2.132456
1101.052873	2.229156
1101.129168	2.397892
1101.205463	2.536579
1101.281758	2.581639
1101.358053	2.510696
1101.434348	2.334948
1101.510643	2.085628
1101.586938	1.801119
1101.663233	1.51685
1101.739528	1.258202
1101.815824	1.037926
1101.892119	0.858357
1101.968414	0.715833
1102.044709	0.604278
1102.121004	0.517015
1102.197299	0.447543
1102.273594	0.390147
1102.349889	0.340576
1102.426184	0.296429
1102.50248	0.256887
1102.578775	0.221812
1102.65507	0.190894
1102.731365	0.163508
1102.80766	0.139147
1102.883955	0.117672
1102.96025	0.099136
1103.036545	0.083519
1103.11284	0.070653
1103.189136	0.060237
1103.265431	0.051913
1103.341726	0.045368
1103.418021	0.040361
1103.494316	0.036662
1103.570611	0.034016
1103.646906	0.032172
1103.723201	0.030934
1103.799496	0.030227
1103.875792	0.030118
1103.952087	0.030731
1104.028382	0.03209
1104.104677	0.034036
1104.180972	0.036307
1104.257267	0.038675
1104.333562	0.041052
1104.409857	0.043528
1104.486152	0.046338
1104.562448	0.049784
1104.638743	0.054188
1104.715038	0.059795
1104.791333	0.066541
1104.867628	0.073921
1104.943923	0.081401
1105.020218	0.089085
1105.096513	0.097758
1105.172808	0.108065
1105.249104	0.11981
1105.325399	0.132192
1105.401694	0.144462
1105.477989	0.156113
1105.554284	0.166602
1105.630579	0.175147
1105.706874	0.18083
1105.783169	0.182836
1105.859464	0.180493
1105.93576	0.173152
1106.012055	0.160219
1106.08835	0.141424
1106.164645	0.117116
1106.24094	0.088528
1106.317235	0.058062
1106.39353	0.029473
1106.469825	0.008033
1106.54612	0.001053
1106.622416	0.018841
1106.698711	0.075547
1106.775006	0.189589
1106.851301	0.383914
1106.927596	0.685798
1107.003891	1.124399
1107.080186	1.723382
1107.156481	2.486415
1107.232776	3.376395
1107.309071	4.296963
1107.385367	5.093969
1107.461662	5.593213
1107.537957	5.669208
1107.614252	5.308272
1107.690547	4.61898
1107.766842	3.777818
1107.843137	2.950915
1107.919432	2.244525
1107.995727	1.69988
1108.072023	1.313218
1108.148318	1.058409
1108.224613	0.9025
1108.300908	0.814075
1108.377203	0.766831
1108.453498	0.74047
1108.529793	0.72041
1108.606088	0.697174
1108.682383	0.665693
1108.758679	0.624628
1108.834974	0.575635
1108.911269	0.522113
1108.987564	0.467446
1109.063859	0.413854
1109.140154	0.36272
1109.216449	0.315483
1109.292744	0.273691
1109.369039	0.238338
1109.445335	0.209556
1109.52163	0.186882
1109.597925	0.16946
1109.67422	0.156107
1109.750515	0.145692
1109.82681	0.137496
1109.903105	0.131026
1109.9794	0.125688
1110.055695	0.120916
1110.131991	0.11641
1110.208286	0.112046
1110.284581	0.107681
1110.360876	0.103186
1110.437171	0.098582
1110.513466	0.093991
1110.589761	0.089465
1110.666056	0.08495
1110.742351	0.080406
1110.818647	0.075874
1110.894942	0.071448
1110.971237	0.067245
1111.047532	0.063377
1111.123827	0.05986
1111.200122	0.056531
1111.276417	0.053166
1111.352712	0.049681
1111.429007	0.046183
1111.505303	0.042885
1111.581598	0.039964
1111.657893	0.037408
1111.734188	0.035005
1111.810483	0.032538
1111.886778	0.029969
1111.963073	0.027399
1112.039368	0.024921
1112.115663	0.022514
1112.191958	0.020065
1112.268254	0.017481
1112.344549	0.014802
1112.420844	0.012152
1112.497139	0.009675
1112.573434	0.007557
1112.649729	0.006074
1112.726024	0.005615
1112.802319	0.006708
1112.878614	0.009998
1112.95491	0.016184
1113.031205	0.026068
1113.1075	0.040714
1113.183795	0.061475
1113.26009	0.089952
1113.336385	0.128123
1113.41268	0.178505
1113.488975	0.244016
1113.56527	0.327689
1113.641566	0.43278
1113.717861	0.563289
1113.794156	0.724189
1113.870451	0.921006
1113.946746	1.159171
1114.023041	1.44351
1114.099336	1.777404
1114.175631	2.16071
1114.251926	2.586068
1114.328222	3.034839
1114.404517	3.475516
1114.480812	3.866567
1114.557107	4.16275
1114.633402	4.323228
1114.709697	4.321208
1114.785992	4.15316
1114.862287	3.842034
1114.938582	3.430778
1115.014878	2.969479
1115.091173	2.503001
1115.167468	2.063743
1115.243763	1.670347
1115.320058	1.330487
1115.396353	1.044803
1115.472648	0.809966
1115.548943	0.6207
1115.625238	0.471091
1115.701534	0.355211
1115.777829	0.267338
1115.854124	0.202268
1115.930419	0.155517
1116.006714	0.123096
1116.083009	0.101326
1116.159304	0.087032
1116.235599	0.077696
1116.311894	0.071271
1116.38819	0.066043
1116.464485	0.060799
1116.54078	0.055079
1116.617075	0.049283
1116.69337	0.044696
1116.769665	0.043587
1116.84596	0.049459
1116.922255	0.067324
1116.99855	0.103777
1117.074846	0.166648
1117.151141	0.264564
1117.227436	0.406869
1117.303731	0.603283
1117.380026	0.862147
1117.456321	1.187307
1117.532616	1.574595
1117.608911	2.007946
1117.685206	2.455691
1117.761501	2.870943
1117.837797	3.200352
1117.914092	3.399109
1117.990387	3.444547
1118.066682	3.343099
1118.142977	3.1292
1118.219272	2.855338
1118.295567	2.576047
1118.371862	2.333682
1118.448157	2.151718
1118.524453	2.034914
1118.600748	1.972922
1118.677043	1.945362
1118.753338	1.927819
1118.829633	1.897948
1118.905928	1.839718
1118.982223	1.744519
1119.058518	1.610428
1119.134813	1.441701
1119.211109	1.248275
1119.287404	1.04376
1119.363699	0.841811
1119.439994	0.652886
1119.516289	0.483427
1119.592584	0.337191
1119.668879	0.216573
1119.745174	0.122882
1119.821469	0.056463
1119.897765	0.017477
1119.97406	0.006932
1120.050355	0.027303
1120.12665	0.082703
1120.202945	0.17872
1120.27924	0.321867
1120.355535	0.518934
1120.43183	0.776639
1120.508125	1.100966
1120.584421	1.494828
1120.660716	1.954173
1120.737011	2.464756
1120.813306	3.001292
1120.889601	3.528492
1120.965896	4.003619
1121.042191	4.382022
1121.118486	4.626006
1121.194781	4.713349
1121.271077	4.641032
1121.347372	4.423571
1121.423667	4.088101
1121.499962	3.66837
1121.576257	3.199402
1121.652552	2.713945
1121.728847	2.240296
1121.805142	1.800646
1121.881437	1.409935
1121.957733	1.075813
1122.034028	0.799686
1122.110323	0.578381
1122.186618	0.40599
1122.262913	0.275583
1122.339208	0.180258
1122.415503	0.113358
1122.491798	0.068464
1122.568093	0.039854
1122.644388	0.022972
1122.720684	0.014322
1122.796979	0.011087
1122.873274	0.010967
1122.949569	0.012197
1123.025864	0.01355
1123.102159	0.014345
1123.178454	0.014388
1123.254749	0.013776
1123.331044	0.012701
1123.40734	0.011425
1123.483635	0.010439
1123.55993	0.010592
1123.636225	0.013033
1123.71252	0.01903
1123.788815	0.029857
1123.86511	0.046796
1123.941405	0.071183
1124.0177	0.104421
1124.093996	0.14805
1124.170291	0.203853
1124.246586	0.27379
1124.322881	0.359888
1124.399176	0.464418
1124.475471	0.590113
1124.551766	0.740126
1124.628061	0.918171
1124.704356	1.129354
1124.780652	1.381032
1124.856947	1.682498
1124.933242	2.042826
1125.009537	2.466825
1125.085832	2.94927
1125.162127	3.468157
1125.238422	3.97934
1125.314717	4.416998
1125.391012	4.704403
1125.467308	4.775494
1125.543603	4.600185
1125.619898	4.199355
1125.696193	3.637888
1125.772488	2.999726
1125.848783	2.362103
1125.925078	1.781268
1126.001373	1.289064
1126.077668	0.895655
1126.153964	0.595876
1126.230259	0.376682
1126.306554	0.222804
1126.382849	0.119785
1126.459144	0.055254
1126.535439	0.019105
1126.611734	0.003044
1126.688029	0.000243
1126.764324	0.005416
1126.84062	0.014907
1126.916915	0.026423
1126.99321	0.038486
1127.069505	0.049919
1127.1458	0.059689
1127.222095	0.067211
1127.29839	0.072659
1127.374685	0.076758
1127.45098	0.080105
1127.527276	0.082659
1127.603571	0.084027
1127.679866	0.084324
1127.756161	0.084503
1127.832456	0.085528
1127.908751	0.087453
1127.985046	0.089618
1128.061341	0.091602
1128.137636	0.093612
1128.213931	0.096062
1128.290227	0.099119
1128.366522	0.102711
1128.442817	0.106746
1128.519112	0.111207
1128.595407	0.1161
1128.671702	0.121286
1128.747997	0.126256
1128.824292	0.130126
1128.900587	0.131905
1128.976883	0.130729
1129.053178	0.125971
1129.129473	0.11737
1129.205768	0.104982
1129.282063	0.08909
1129.358358	0.07047
1129.434653	0.050745
1129.510948	0.032296
1129.587243	0.018089
1129.663539	0.011923
1129.739834	0.018824
1129.816129	0.04481
1129.892424	0.096209
1129.968719	0.179504
1130.045014	0.301682
1130.121309	0.469771
1130.197604	0.689355
1130.273899	0.963212
1130.350195	1.290551
1130.42649	1.666183
1130.502785	2.079384
1130.57908	2.513516
1130.655375	2.947622
1130.73167	3.359506
1130.807965	3.72819
1130.88426	4.034359
1130.960555	4.259334
1131.036851	4.384148
1131.113146	4.390348
1131.189441	4.263923
1131.265736	4.002133
1131.342031	3.619781
1131.418326	3.149568
1131.494621	2.634775
1131.570916	2.118894
1131.647211	1.638079
1131.723507	1.217591
1131.799802	0.870438
1131.876097	0.597971
1131.952392	0.393119
1132.028687	0.245128
1132.104982	0.143362
1132.181277	0.078581
1132.257572	0.042295
1132.333867	0.026287
1132.410163	0.023273
1132.486458	0.027677
1132.562753	0.035645
1132.639048	0.044672
1132.715343	0.053218
1132.791638	0.060303
1132.867933	0.065283
1132.944228	0.067861
1133.020523	0.068062
1133.096818	0.066077
1133.173114	0.062215
1133.249409	0.056937
1133.325704	0.050842
1133.401999	0.044522
1133.478294	0.038373
1133.554589	0.032535
1133.630884	0.027062
1133.707179	0.022112
1133.783474	0.01792
1133.85977	0.01461
1133.936065	0.012111
1134.01236	0.010239
1134.088655	0.008786
1134.16495	0.00756
1134.241245	0.006434
1134.31754	0.00539
1134.393835	0.004474
1134.47013	0.003686
1134.546426	0.002975
1134.622721	0.002337
1134.699016	0.001895
1134.775311	0.001863
1134.851606	0.002458
1134.927901	0.003825
1135.004196	0.006037
1135.080491	0.00916
1135.156786	0.013234
1135.233082	0.01819
1135.309377	0.023864
1135.385672	0.030059
1135.461967	0.036512
1135.538262	0.042801
1135.614557	0.048341
1135.690852	0.052476
1135.767147	0.054596
1135.843442	0.054267
1135.919738	0.051354
1135.996033	0.046153
1136.072328	0.039559
1136.148623	0.03327
1136.224918	0.03009
1136.301213	0.034334
1136.377508	0.052256
1136.453803	0.092359
1136.530098	0.165649
1136.606394	0.285888
1136.682689	0.469638
1136.758984	0.735585
1136.835279	1.102192
1136.911574	1.582638
1136.987869	2.176947
1137.064164	2.862858
1137.140459	3.588285
1137.216754	4.270369
1137.29305	4.808602
1137.369345	5.114714
1137.44564	5.146784
1137.521935	4.925233
1137.59823	4.519801
1137.674525	4.017974
1137.75082	3.49483
1137.827115	2.997607
1137.90341	2.546094
1137.979706	2.142117
1138.056001	1.780453
1138.132296	1.456259
1138.208591	1.167521
1138.284886	0.91417
1138.361181	0.696747
1138.437476	0.515856
1138.513771	0.371654
1138.590066	0.262918
1138.666361	0.186588
1138.742657	0.13827
1138.818952	0.113021
1138.895247	0.10587
1138.971542	0.112306
1139.047837	0.128636
1139.124132	0.151741
1139.200427	0.178427
1139.276722	0.205461
1139.353017	0.23052
1139.429313	0.252749
1139.505608	0.271972
1139.581903	0.28762
1139.658198	0.298857
1139.734493	0.305541
1139.810788	0.308528
1139.887083	0.308921
1139.963378	0.307275
1140.039673	0.303658
1140.115969	0.29829
1140.192264	0.291718
1140.268559	0.284312
1140.344854	0.276088
1140.421149	0.267264
1140.497444	0.258455
1140.573739	0.25001
1140.650034	0.241631
1140.726329	0.232989
1140.802625	0.224497
1140.87892	0.217136
1140.955215	0.211567
1141.03151	0.207589
1141.107805	0.204499
1141.1841	0.201919
1141.260395	0.200207
1141.33669	0.20005
1141.412985	0.201728
1141.489281	0.204931
1141.565576	0.209262
1141.641871	0.21473
1141.718166	0.221647
1141.794461	0.230281
1141.870756	0.240715
1141.947051	0.252806
1142.023346	0.266062
1142.099641	0.279683
1142.175937	0.292919
1142.252232	0.305341
1142.328527	0.316786
1142.404822	0.327302
1142.481117	0.337153
1142.557412	0.346587
1142.633707	0.355514
1142.710002	0.363507
1142.786297	0.370093
1142.862593	0.374974
1142.938888	0.378154
1143.015183	0.379979
1143.091478	0.380799
1143.167773	0.380438
1143.244068	0.378238
1143.320363	0.373754
1143.396658	0.36721
1143.472953	0.359225
1143.549248	0.350258
1143.625544	0.340248
1143.701839	0.328609
1143.778134	0.314763
1143.854429	0.298928
1143.930724	0.282218
1144.007019	0.265693
1144.083314	0.24945
1144.159609	0.232819
1144.235904	0.215321
1144.3122	0.197232
1144.388495	0.179301
1144.46479	0.162141
1144.541085	0.145969
1144.61738	0.13071
1144.693675	0.116212
1144.76997	0.102439
1144.846265	0.089555
1144.92256	0.077725
1144.998856	0.06683
1145.075151	0.056602
1145.151446	0.047064
1145.227741	0.03861
1145.304036	0.031573
1145.380331	0.025875
1145.456626	0.021138
1145.532921	0.017001
1145.609216	0.013296
1145.685512	0.010039
1145.761807	0.007305
1145.838102	0.005091
1145.914397	0.003322
1145.990692	0.001943
1146.066987	0.000951
1146.143282	0.000335
1146.219577	7.8e-05
1146.295872	0.000189
1146.372168	0.000674
1146.448463	0.001477
1146.524758	0.002496
1146.601053	0.003661
1146.677348	0.004961
1146.753643	0.006392
1146.829938	0.007921
1146.906233	0.009523
1146.982528	0.011224
1147.058824	0.013028
1147.135119	0.014841
1147.211414	0.016518
1147.287709	0.017964
1147.364004	0.019127
1147.440299	0.019956
1147.516594	0.020492
1147.592889	0.020955
1147.669184	0.021597
1147.74548	0.022427
1147.821775	0.023266
1147.89807	0.024121
1147.974365	0.025293
1148.05066	0.027023
1148.126955	0.029245
1148.20325	0.031861
1148.279545	0.035003
1148.35584	0.038787
1148.432136	0.042977
1148.508431	0.047147
1148.584726	0.0511
1148.661021	0.054898
1148.737316	0.058525
1148.813611	0.061751
1148.889906	0.064302
1148.966201	0.066078
1149.042496	0.067264
1149.118791	0.068292
1149.195087	0.06966
1149.271382	0.071755
1149.347677	0.074856
1149.423972	0.07922
1149.500267	0.085135
1149.576562	0.092848
1149.652857	0.102263
1149.729152	0.112582
1149.805447	0.122456
1149.881743	0.130586
1149.958038	0.135967
1150.034333	0.137646
1150.110628	0.134766
1150.186923	0.127258
1150.263218	0.116616
1150.339513	0.106424
1150.415808	0.103066
1150.492103	0.116884
1150.568399	0.163492
1150.644694	0.265153
1150.720989	0.452341
1150.797284	0.764958
1150.873579	1.251618
1150.949874	1.963667
